My_Labels,Title ,Base_Reviews,,,
fear,another permissions fail,"I don't know why developers add new permission requirements to their app and don't bother to explain it.  One can only assume it's for malicious purposes.  For me, it's an automatic uninstall of what was once a decent app...",,,
fear,1 star rating...,Until the new permissions are explained.  Not updating until then either.  Your choice...,,,
anger,useless app,The program will not open PDF documents so its useless.,,,
sadness,One Star,It constantly crashes and fails to open my files. Uninstalled.,,,
sadness,One Star,It constantly crashes and fails to open my files. Uninstalled.,,,
sadness,"Unstable, not recommended",Crashes continually on my kindle fire.  Can't use it.,,,
anger,Doesn't work,Purchased it and a waste of money. Kicks me out of the app when I try to open a file.,,,
sadness,Not Satisfied,"While opening a PDF file in my Nexus 7 (2013-Wifi Only Tablet) , the original Font style of that PDF file changed The file doesn't appear in its Original form. Ultimately, reading becomes pathetic. This problem doesn't exist in my Uncle's Samsung Galaxy E7 smartphone. This app is functioning there normally. Please Fix this issue at the earliest.",,,
sadness,It did not work for the document I was trying to work on.,It did not work for the document I was trying to work on.,,,
fear,Not Pleased,"Never been able to get this app to work on my new Kindle Fire 10 inch HD, just keeps crashing over and over again, but I keep trying.",,,
fear,I barely use this app,I barely use this app.current version is 4.4.1. need the updated ver,,,
sadness,Four Stars,i use this quite often. We need the update verion because save buttton is not working,,,
sadness,Worthless,Doesn't save changes to form fields... Except once in awhile it does.  Worthless,,,
sadness,Learning about God's love,We need the update verion because save buttton is not working,,,
sadness,Two Stars,Don't use  because save buttton is not working,,,
fear,Not working on lolipop,I love this app but the developer will hopefully fix this soon and I'll change it to a 4.  Speed control will earn it a 5.,,,
fear,Invalid file,"Recent update on phone or app now results with ""invalid file"". Other apps can pen the files just fine. App needs an update.",,,
sadness,Can't open files in Android 7,Kept getting 'invalid file' error until I updated the permissions to include storage.  Now it just crashes when I try opening any pdf.,,,
disgust,so bad,Omg this is so bad. Advertised as the best it is the worst. Wont even play embedded media. So why bother?,,,
sadness,One Star,It doesn't work with my galaxy note 10.1,,,
sadness,Updates Needed,Upgrade. Is required. We need the update verion because save buttton is not working,,,
fear,Needs tutorial,"I might like this app, if I could figure out how to use it. Not intuitive, needs an easier to understand design and a help section or tutorial.",,,
fear,PDF Max Pro,A paid app that does not work Why? Please Fix,,,
fear,I'm not so thrilled,"Maybe I don't know what I'm doing with this app but, it just isn't working for me. I want to underline a section but the lines are very thin, keep changing to yellow after being changed to another color, and only partially underlines what I want. I'll keep working with it to get the hang of it. I am frustrated at this point.",,,
sadness,One Star,worked on my nerves We need the update verion because save buttton is not working,,,
sadness,One Star,did not order this type of app .very expernsve to use and not working .and also  We need the update verion because save buttton is not working,,,
fear,Dud,Just downloaded PDF Maxx 4. It won't even start. It also says it is stored in the SD card. I don't know why.,,,
fear,One Star,Too bad . Just downloaded PDF Maxx 4. It won't even start. It also says it is stored in the SD card. ,,,
sadness,Does not work with dropbox,seems like the app is not being maintained,,,
sadness,Save Your Money,This app is absolutely useless and should be removed from the kindle app store. Will not open a single pdf.,,,
fear,Does this app print other than with Google Cloud Print?  Does it work on Fire10?,Not yet purchased or used I need the update verion of the app ,,,
fear,BAD UPDATE,"The latest update has rendered the auto-open function of this app unusable. When opening a pdf from an email etc, the app shows an error: ""Invalid File"". If the pdf file is opened from inside the app, it works well. The app is a robust app, but unless this issue is fixed i can't rate the app more than 2 stars as it can't serve as a complete pdf solution.",,,
sadness,Three Stars,There needs to be a merge/import pdf pages feature,,,
anger,sucks,Cant figure out how to use it. I rate this poor no instrustion that I can find. Not easy to use.,,,
fear,What happened,"Used to do all i asked but now refuses to open any pdf file, even ones that it used to open selected from the recent file list.",,,
sadness,How do I get a refund on an app that isn't working?,"I've just purchased and downloaded this app, but it does not work on my Kindle Fire HD.  I would return it for a refund if there was any way I can see of doing so.",,,
sadness,Does not work,Does not link to Dropbox and does not open a file just goes back to home screen. Very poor,,,
fear,Keep stopping,"Whenever try to open pdf, this app keep stopping",,,
anger,Crashes,Crashes when opening. Waste of money,,,
anger,Won't open my important pdf file,"Won't open my pdf file. Another application does, this one doesn't. Uninstalling.",,,
disgust,Doesn't load,This version installs but doesn't load in Android KitKat. Uninstalled,,,
fear,Three Stars,Just fine but I never really found much use for it after I started using mendeley,,,
fear,pointless and useless. There are no advantages to having this over ...,pointless and useless.  There are no advantages to having this over having a standard reader; the editing features are arbitrary and impossible to use.,,,
anger,Do NOT buy it,"It does NOT work, rubbish. Crashes when opening. Waste of money",,,
anger,App crashes and I can't use it,It just doesn't work :( Crashes when opening. Waste of money,,,
anger,Useless,Crashes when ever you try and open a PDF. Useless,,,
anger,Three Stars,"sorry got this by mistake, Crashes when opening. Waste of money",,,
disgust,to hard to use,haven't a clue on how to use it and the instructions aren't that helpful to be honest,,,
disgust,Doesn't work on Blackberry,Waste of Time came as a free download can't get rid of it,,,
sadness,Tf101,"I cannot open the app, crashes on start up.",,,
